# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Age            Xc             
     0.99872988     0.87800503    -0.18698391     4.55024529  5535.25781250     0.12968649     0.87800503  5535.25781250     4.55024529     0.00100000     0.70702153
     0.99941379     0.87864202    -0.18583016     4.54991341  5536.92919922     0.12968695     0.87864202  5536.92919922     4.54991341     0.00100000     0.70702416
     1.00009775     0.87924278    -0.18473224     4.54961872  5538.53417969     0.12968796     0.87924278  5538.53417969     4.54961872     0.00100000     0.70702499
     1.00078166     0.87981272    -0.18368082     4.54935265  5540.09423828     0.12968905     0.87981272  5540.09423828     4.54935265     0.00100000     0.70702457
     1.00146556     0.88035727    -0.18266726     4.54911137  5541.61523438     0.12968999     0.88035727  5541.61523438     4.54911137     0.00100000     0.70702296
     1.00214958     0.88088125    -0.18168426     4.54889059  5543.09082031     0.12969057     0.88088125  5543.09082031     4.54889059     0.00100000     0.70702052
     1.00283337     0.88138849    -0.18072656     4.54868698  5544.54248047     0.12969080     0.88138849  5544.54248047     4.54868698     0.00100000     0.70701748
     1.00351739     0.88188291    -0.17978796     4.54849482  5545.98876953     0.12969062     0.88188291  5545.98876953     4.54849482     0.00100000     0.70701373
     1.00420129     0.88236731    -0.17886418     4.54831409  5547.39843750     0.12969010     0.88236731  5547.39843750     4.54831409     0.00100000     0.70700955
     1.00488520     0.88284510    -0.17795074     4.54813910  5548.81494141     0.12968934     0.88284510  5548.81494141     4.54813910     0.00100000     0.70700485
     1.00556922     0.88331825    -0.17704347     4.54796886  5550.21923828     0.12968838     0.88331825  5550.21923828     4.54796886     0.00100000     0.70699978
     1.00625300     0.88378859    -0.17613931     4.54780102  5551.62695312     0.12968725     0.88378859  5551.62695312     4.54780102     0.00100000     0.70699388
     1.00693703     0.88425851    -0.17523439     4.54763365  5553.03857422     0.12968597     0.88425851  5553.03857422     4.54763365     0.00100000     0.70698744
     1.00762093     0.88472968    -0.17432626     4.54746628  5554.45898438     0.12968461     0.88472968  5554.45898438     4.54746628     0.00100000     0.70698065
     1.00830483     0.88520354    -0.17341210     4.54729509  5555.88964844     0.12968318     0.88520354  5555.88964844     4.54729509     0.00100000     0.70697314
     1.00898886     0.88568169    -0.17248933     4.54712009  5557.33251953     0.12968171     0.88568169  5557.33251953     4.54712009     0.00100000     0.70696533
     1.00967264     0.88616484    -0.17155635     4.54693937  5558.79687500     0.12968020     0.88616484  5558.79687500     4.54693937     0.00100000     0.70695722
     1.01035666     0.88665456    -0.17061056     4.54675341  5560.28027344     0.12967868     0.88665456  5560.28027344     4.54675341     0.00100000     0.70694906
     1.01104057     0.88715142    -0.16965073     4.54655981  5561.79443359     0.12967710     0.88715142  5561.79443359     4.54655981     0.00100000     0.70694071
     1.01172447     0.88765633    -0.16867511     4.54635906  5563.33642578     0.12967561     0.88765633  5563.33642578     4.54635906     0.00100000     0.70693254
     1.01240849     0.88817024    -0.16768208     4.54614973  5564.90380859     0.12967411     0.88817024  5564.90380859     4.54614973     0.00100000     0.70692444
     1.01309228     0.88869315    -0.16667086     4.54593182  5566.50146484     0.12967266     0.88869315  5566.50146484     4.54593182     0.00100000     0.70691645
     1.01377630     0.88922608    -0.16563961     4.54570436  5568.13671875     0.12967126     0.88922608  5568.13671875     4.54570436     0.00100000     0.70690900
     1.01446021     0.88976902    -0.16458765     4.54546642  5569.80908203     0.12966995     0.88976902  5569.80908203     4.54546642     0.00100000     0.70690179
     1.01514411     0.89032269    -0.16351394     4.54521942  5571.51562500     0.12966870     0.89032269  5571.51562500     4.54521942     0.00100000     0.70689517
     1.01582813     0.89088732    -0.16241722     4.54496241  5573.26855469     0.12966755     0.89088732  5573.26855469     4.54496241     0.00100000     0.70688903
     1.01651192     0.89146280    -0.16129728     4.54469347  5575.06152344     0.12966655     0.89146280  5575.06152344     4.54469347     0.00100000     0.70688373
     1.01719594     0.89204991    -0.16015245     4.54441452  5576.90136719     0.12966567     0.89204991  5576.90136719     4.54441452     0.00100000     0.70687908
     1.01787984     0.89264846    -0.15898257     4.54412508  5578.79687500     0.12966488     0.89264846  5578.79687500     4.54412508     0.00100000     0.70687538
     1.01856375     0.89325881    -0.15778667     4.54382420  5580.72656250     0.12966433     0.89325881  5580.72656250     4.54382420     0.00100000     0.70687258
     1.01924777     0.89388096    -0.15656383     4.54351139  5582.72167969     0.12966396     0.89388096  5582.72167969     4.54351139     0.00100000     0.70687073
     1.01993155     0.89451510    -0.15531397     4.54318810  5584.75976562     0.12966377     0.89451510  5584.75976562     4.54318810     0.00100000     0.70687014
     1.02061558     0.89516121    -0.15403575     4.54285288  5586.85107422     0.12966380     0.89516121  5586.85107422     4.54285288     0.00100000     0.70687073
     1.02129948     0.89581889    -0.15273109     4.54250717  5588.99853516     0.12966403     0.89581889  5588.99853516     4.54250717     0.00100000     0.70687240
     1.02198339     0.89648741    -0.15140161     4.54215145  5591.20214844     0.12966448     0.89648741  5591.20214844     4.54215145     0.00100000     0.70687515
     1.02266741     0.89716631    -0.15004879     4.54178619  5593.44335938     0.12966509     0.89716631  5593.44335938     4.54178619     0.00100000     0.70687890
     1.02335119     0.89785451    -0.14867519     4.54141140  5595.72851562     0.12966585     0.89785451  5595.72851562     4.54141140     0.00100000     0.70688361
     1.02403522     0.89855176    -0.14728165     4.54102850  5598.04492188     0.12966682     0.89855176  5598.04492188     4.54102850     0.00100000     0.70688915
     1.02471912     0.89925700    -0.14587070     4.54063845  5600.40576172     0.12966789     0.89925700  5600.40576172     4.54063845     0.00100000     0.70689553
     1.02540302     0.89997000    -0.14444391     4.54024124  5602.79492188     0.12966911     0.89997000  5602.79492188     4.54024124     0.00100000     0.70690256
     1.02608705     0.90068966    -0.14300290     4.53983688  5605.20068359     0.12967046     0.90068966  5605.20068359     4.53983688     0.00100000     0.70691019
     1.02677083     0.90141505    -0.14155032     4.53942776  5607.64160156     0.12967192     0.90141505  5607.64160156     4.53942776     0.00100000     0.70691848
     1.02745485     0.90214616    -0.14008692     4.53901339  5610.09570312     0.12967347     0.90214616  5610.09570312     4.53901339     0.00100000     0.70692730
     1.02813876     0.90288162    -0.13861546     4.53859568  5612.56933594     0.12967506     0.90288162  5612.56933594     4.53859568     0.00100000     0.70693660
     1.02882266     0.90362084    -0.13713756     4.53817415  5615.05029297     0.12967676     0.90362084  5615.05029297     4.53817415     0.00100000     0.70694602
     1.02950668     0.90436327    -0.13565502     4.53775024  5617.53515625     0.12967852     0.90436327  5617.53515625     4.53775024     0.00100000     0.70695585
     1.03019047     0.90510750    -0.13417052     4.53732347  5620.03369141     0.12968031     0.90510750  5620.03369141     4.53732347     0.00100000     0.70696580
     1.03087449     0.90585327    -0.13268507     4.53689575  5622.52099609     0.12968214     0.90585327  5622.52099609     4.53689575     0.00100000     0.70697606
     1.03155839     0.90659916    -0.13120167     4.53647041  5625.01855469     0.12968399     0.90659916  5625.01855469     4.53647041     0.00100000     0.70698625
     1.03224230     0.90734452    -0.12972218     4.53604269  5627.49609375     0.12968577     0.90734452  5627.49609375     4.53604269     0.00100000     0.70699632
     1.03292632     0.90808821    -0.12824865     4.53561878  5629.96484375     0.12968762     0.90808821  5629.96484375     4.53561878     0.00100000     0.70700634
     1.03361011     0.90882903    -0.12678418     4.53519678  5632.41650391     0.12968946     0.90882903  5632.41650391     4.53519678     0.00100000     0.70701617
     1.03429413     0.90956628    -0.12533025     4.53477907  5634.84130859     0.12969121     0.90956628  5634.84130859     4.53477907     0.00100000     0.70702571
     1.03497803     0.91029823    -0.12389030     4.53436661  5637.24804688     0.12969294     0.91029823  5637.24804688     4.53436661     0.00100000     0.70703501
     1.03566194     0.91102374    -0.12246671     4.53396082  5639.62255859     0.12969461     0.91102374  5639.62255859     4.53396082     0.00100000     0.70704383
     1.03634596     0.91174161    -0.12106211     4.53356218  5641.95751953     0.12969619     0.91174161  5641.95751953     4.53356218     0.00100000     0.70705205
     1.03702974     0.91245037    -0.11968012     4.53317356  5644.25585938     0.12969771     0.91245037  5644.25585938     4.53317356     0.00100000     0.70705974
     1.03771377     0.91314882    -0.11832266     4.53279448  5646.50292969     0.12969910     0.91314882  5646.50292969     4.53279448     0.00100000     0.70706677
     1.03839767     0.91383582    -0.11699319     4.53242588  5648.70117188     0.12970039     0.91383582  5648.70117188     4.53242588     0.00100000     0.70707309
     1.03908157     0.91451067    -0.11569376     4.53206968  5650.84130859     0.12970154     0.91451067  5650.84130859     4.53206968     0.00100000     0.70707864
     1.03976560     0.91517311    -0.11442588     4.53172588  5652.91699219     0.12970254     0.91517311  5652.91699219     4.53172588     0.00100000     0.70708334
     1.04044938     0.91582322    -0.11319089     4.53139448  5654.93115234     0.12970340     0.91582322  5654.93115234     4.53139448     0.00100000     0.70708728
     1.04113340     0.91646320    -0.11198580     4.53107214  5656.87841797     0.12970410     0.91646320  5656.87841797     4.53107214     0.00100000     0.70709008
     1.04181731     0.91709518    -0.11080717     4.53075886  5658.77587891     0.12970467     0.91709518  5658.77587891     4.53075886     0.00100000     0.70709199
     1.04250121     0.91772199    -0.10965037     4.53044987  5660.60595703     0.12970504     0.91772199  5660.60595703     4.53044987     0.00100000     0.70709312
     1.04318523     0.91834611    -0.10851073     4.53014565  5662.40234375     0.12970527     0.91834611  5662.40234375     4.53014565     0.00100000     0.70709342
     1.04386902     0.91896939    -0.10738456     4.52984047  5664.14355469     0.12970538     0.91896939  5664.14355469     4.52984047     0.00100000     0.70709282
     1.04455304     0.91959435    -0.10626733     4.52953529  5665.86962891     0.12970534     0.91959435  5665.86962891     4.52953529     0.00100000     0.70709139
     1.04523695     0.92022222    -0.10515631     4.52922726  5667.55566406     0.12970521     0.92022222  5667.55566406     4.52922726     0.00100000     0.70708936
     1.04592085     0.92085379    -0.10404836     4.52891588  5669.21728516     0.12970494     0.92085379  5669.21728516     4.52891588     0.00100000     0.70708674
     1.04660487     0.92149031    -0.10294104     4.52860022  5670.87353516     0.12970462     0.92149031  5670.87353516     4.52860022     0.00100000     0.70708370
     1.04728866     0.92213172    -0.10183352     4.52827930  5672.52050781     0.12970422     0.92213172  5672.52050781     4.52827930     0.00100000     0.70708030
     1.04797268     0.92277789    -0.10072429     4.52795458  5674.15234375     0.12970378     0.92277789  5674.15234375     4.52795458     0.00100000     0.70707679
     1.04865658     0.92342842    -0.09961367     4.52762651  5675.78173828     0.12970327     0.92342842  5675.78173828     4.52762651     0.00100000     0.70707297
